Sex,Age,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
M,15,1,46,Yes,5,0,170
M,14,7,85,Yes,8,0,730
F,16,3,98,Yes,4,0,720
M,15,8,48,No,8,2,390
M,19,4,62,No,4,3,440
F,14,4,72,No,5,9,520
F,16,5,72,Yes,7,1,580
F,15,6,59,No,8,0,450
M,17,7,43,No,6,4,360
F,17,4,40,Yes,8,5,220
M,17,8,93,Yes,5,1,860
M,18,6,81,No,7,2,680
F,14,1,73,Yes,7,9,470
F,18,1,66,No,8,2,400
M,14,9,60,Yes,8,1,580
F,15,6,63,Yes,9,3,530
M,16,8,54,No,8,4,460
M,15,7,74,Yes,5,7,660
F,19,6,64,Yes,4,5,490
M,18,4,94,Yes,9,8,770
M,16,7,48,No,4,2,360
F,14,9,56,No,6,9,550
M,14,7,60,No,5,8,490
M,14,1,99,Yes,9,3,760
F,15,9,52,Yes,7,7,450
M,16,4,42,Yes,9,9,280
F,14,3,43,Yes,6,6,250
F,17,4,43,No,7,6,270
M,15,4,82,No,9,8,670
F,15,2,67,Yes,7,9,440
M,19,1,46,No,8,1,180
F,17,1,65,No,7,4,370
M,15,8,50,No,9,2,430
F,16,2,63,Yes,7,6,430
F,19,5,82,No,5,2,660
M,18,4,49,No,8,4,340
M,16,8,76,No,8,4,770
F,18,2,52,No,6,1,310
F,15,9,83,No,8,0,800
F,16,7,81,Yes,4,5,710
M,14,7,78,No,5,0,690
F,17,1,58,No,6,8,340
F,16,2,90,Yes,4,9,690
F,17,4,58,No,7,4,440
F,15,4,51,Yes,4,0,300
M,14,3,91,Yes,6,7,730
M,14,7,61,Yes,8,0,520
F,16,8,86,Yes,5,3,810
F,18,2,76,No,6,6,520
M,17,4,95,No,4,3,770
F,16,3,69,Yes,4,4,440
F,16,2,85,No,6,6,620
M,19,6,51,Yes,9,3,440
F,14,4,68,No,9,4,510
F,16,6,60,No,6,6,480
M,15,2,50,Yes,9,0,300
M,17,4,99,No,6,2,820
M,16,6,76,Yes,8,0,610
M,15,5,87,No,6,2,720
F,19,3,97,No,7,1,780
F,16,8,57,No,5,4,530
M,18,7,83,Yes,5,9,780
F,18,3,98,Yes,7,4,790
M,18,6,66,Yes,4,9,560
F,15,4,76,No,4,8,580
F,18,5,87,Yes,4,7,720
F,14,5,51,Yes,4,2,370
F,17,7,62,Yes,8,0,560
M,16,5,73,No,7,4,590
F,16,3,77,No,5,2,540
F,16,5,62,No,7,4,470
M,19,7,92,No,5,8,840
F,16,5,64,Yes,4,0,500
F,14,5,43,No,8,0,270
M,16,9,69,Yes,6,8,670
M,15,3,69,No,6,2,480
M,16,6,52,Yes,9,9,420
M,18,1,81,Yes,4,4,550
M,16,5,88,No,4,8,730
M,18,8,53,Yes,7,4,460
M,19,5,95,Yes,8,2,810
M,18,9,86,Yes,8,8,820
M,15,6,47,Yes,7,6,350
F,18,8,94,No,8,6,920
F,17,8,63,No,8,7,590
F,15,3,57,Yes,6,4,350
F,14,7,74,No,8,1,650
M,14,7,64,Yes,4,8,530
F,19,6,56,Yes,6,2,450
M,18,7,71,No,4,1,610
M,17,2,95,Yes,4,9,740
M,14,9,63,No,7,9,600
F,14,1,46,Yes,9,4,230
M,17,1,52,No,8,7,250
M,15,3,66,No,8,2,450
M,14,3,87,Yes,8,5,680
M,16,1,44,No,8,8,210
M,15,7,75,Yes,6,1,650
F,15,4,65,No,5,7,450
F,14,2,81,Yes,4,9,580
M,14,5,84,No,9,6,760
M,17,6,70,No,9,2,570
F,18,9,49,No,5,0,460
M,14,4,85,Yes,5,5,680
M,14,2,65,No,5,1,400
M,14,5,61,Yes,6,2,450
M,15,3,51,No,5,4,310
F,18,2,71,No,6,7,500
F,16,1,66,Yes,7,1,430
M,14,2,72,No,7,5,500
M,14,6,92,Yes,9,0,800
F,16,8,91,Yes,7,6,900
F,18,3,59,Yes,6,3,380
M,16,9,78,Yes,6,0,730
F,19,9,80,Yes,4,8,780
F,18,2,79,No,5,8,540
M,16,8,98,Yes,8,2,920
M,15,5,52,No,8,5,390
F,18,4,53,Yes,5,6,410
M,18,5,83,Yes,8,3,710
M,17,4,79,No,8,5,650
F,17,8,92,No,8,8,870
F,14,4,61,Yes,9,9,470
M,17,6,57,Yes,6,5,420
M,19,2,87,No,6,6,620
F,16,5,68,No,6,5,540
M,14,6,82,Yes,5,6,710
M,16,5,55,Yes,7,0,420
F,15,2,85,Yes,9,5,640
M,18,7,74,No,9,8,700
F,14,4,92,Yes,8,2,770
M,17,8,73,No,4,5,620
F,17,7,42,No,6,3,280
M,14,7,43,Yes,9,6,360
F,17,9,93,Yes,9,6,920
F,17,1,44,No,4,8,180
F,17,6,49,Yes,8,3,370
F,19,6,91,Yes,9,7,810
M,17,6,68,No,9,7,570
F,17,6,71,Yes,7,7,610
F,14,7,70,No,4,7,620
F,17,6,41,No,8,5,270
M,14,1,51,Yes,8,7,260
M,17,3,66,No,6,5,480
M,19,2,44,No,7,9,180
M,16,6,76,Yes,8,1,660
F,16,8,66,No,7,2,590
M,14,3,62,Yes,6,5,410
M,18,8,72,No,4,6,640
F,14,8,43,No,9,3,400
F,14,5,98,No,9,0,840
F,19,8,60,No,5,3,510
F,17,6,63,No,5,5,490
M,17,5,83,No,5,7,670
F,15,9,70,No,9,3,700
M,14,7,83,Yes,7,9,750
M,16,8,87,No,5,0,800
M,18,1,63,Yes,4,4,350
M,15,2,88,No,8,6,650
M,19,8,92,No,7,5,860
F,18,9,49,Yes,9,2,450
M,14,4,88,Yes,4,6,690
F,14,9,88,Yes,9,3,860
M,18,4,89,No,7,4,750
F,17,9,41,Yes,7,6,390
M,17,7,70,No,7,1,590
M,18,2,64,No,6,3,420
F,15,9,43,Yes,8,3,420
F,15,4,90,No,5,5,700
M,16,8,50,Yes,6,6,480
F,16,7,56,Yes,8,3,490
M,17,7,83,Yes,9,9,780
M,19,8,41,Yes,5,0,340
F,19,1,45,No,6,0,180
F,14,5,48,No,6,4,330
M,16,2,44,Yes,4,0,200
F,14,2,59,Yes,6,2,350
M,16,1,68,No,7,8,460
M,14,5,60,No,9,2,420
M,16,2,48,Yes,6,2,230
M,17,4,67,No,7,8,510
M,18,3,94,No,8,4,750
M,19,3,47,No,8,7,270
F,15,2,70,No,7,9,480
F,17,6,59,Yes,4,8,450
M,17,2,66,No,4,5,400
M,18,8,47,Yes,8,6,420
M,16,8,93,Yes,9,6,900
F,16,5,60,Yes,6,6,450
F,17,7,67,No,8,3,550
M,15,4,62,No,8,1,450
M,15,1,45,Yes,7,1,200
F,15,2,42,No,4,6,150
F,18,4,44,Yes,9,9,280
M,18,1,48,Yes,7,6,250
F,18,8,46,No,8,9,390
M,17,9,99,No,5,6,960
F,19,4,43,No,6,7,240
M,14,3,78,Yes,8,2,630
M,14,2,44,Yes,7,4,190
F,19,5,50,No,5,5,310
F,19,3,54,Yes,5,7,350
M,19,7,73,Yes,8,7,650
M,16,6,52,Yes,9,9,410
F,16,1,93,No,4,2,650
M,16,8,87,No,5,3,830
M,15,2,46,No,6,5,220
F,18,5,79,Yes,7,3,680
F,17,9,45,No,7,9,400
M,15,8,95,Yes,7,3,920
F,14,2,78,Yes,8,4,540
M,17,9,89,Yes,7,9,900
F,19,5,69,No,7,6,570
F,16,6,61,Yes,6,1,470
M,17,3,64,No,4,1,430
F,18,3,67,Yes,9,9,500
F,17,8,93,No,8,8,910
M,18,2,59,No,8,3,340
M,17,2,78,No,7,4,540
F,14,5,42,No,6,2,260
F,15,6,44,No,5,1,340
F,19,2,40,No,7,9,180
F,15,5,54,No,7,7,380
F,18,7,65,No,8,3,570
M,14,8,42,Yes,8,0,340
F,19,7,79,Yes,7,5,680
M,18,8,96,Yes,8,5,920
M,18,9,80,Yes,6,1,770
M,18,5,86,Yes,5,1,710
M,17,5,81,No,5,7,670
F,19,4,73,No,5,6,590
F,16,9,91,No,7,1,910
F,17,5,44,No,9,9,290
M,14,2,70,No,7,0,480
F,19,8,90,Yes,7,7,900
M,17,7,52,Yes,6,9,480
M,16,8,82,No,5,1,770
M,19,3,40,Yes,8,4,200
M,16,4,61,Yes,8,5,420
F,16,5,54,No,4,9,370
F,15,6,65,No,4,0,520
M,15,1,57,Yes,9,1,330
F,14,4,87,Yes,8,9,720
F,19,5,48,No,5,3,340
M,14,7,40,Yes,7,1,330
M,15,5,82,No,8,5,710
M,14,1,48,Yes,9,3,250
F,19,7,62,Yes,9,2,550
M,15,8,82,No,8,5,760
F,16,7,84,Yes,4,8,760
M,17,4,97,No,5,7,810
F,17,8,41,Yes,8,1,350
F,19,5,53,Yes,7,2,350
M,17,9,77,No,7,1,740
F,16,5,79,Yes,6,9,660
F,18,1,57,No,7,6,310
F,14,9,55,No,8,8,540
F,17,5,92,Yes,8,0,790
M,17,6,68,No,7,2,580
M,19,4,83,No,4,5,660
M,16,6,50,No,5,3,360
F,18,8,45,Yes,9,9,440
M,16,3,42,No,8,9,260
M,15,5,53,No,7,0,370
F,15,2,99,Yes,9,8,820
F,14,2,41,No,7,6,180
M,16,7,71,No,8,6,660
F,16,6,70,No,6,0,600
F,18,4,50,Yes,5,8,320
M,16,5,61,Yes,8,7,510
F,16,1,42,Yes,9,9,180
F,19,7,89,Yes,7,4,820
F,15,8,70,Yes,6,3,660
M,18,9,72,Yes,8,0,690
M,15,8,63,No,5,8,590
F,17,5,40,Yes,6,7,260
F,14,3,83,Yes,9,1,630
F,15,9,54,Yes,7,3,520
F,17,6,76,Yes,4,3,660
M,15,5,66,No,5,6,510
M,16,3,77,No,6,2,540
F,15,6,87,Yes,8,7,770
F,16,3,66,No,8,6,450
F,17,6,83,Yes,6,9,770
M,14,4,51,No,8,3,320
F,18,2,42,Yes,6,8,150
F,17,8,69,Yes,5,5,620
M,14,4,71,Yes,8,2,550
M,17,9,62,Yes,5,6,590
M,19,7,41,No,7,5,320
M,17,2,46,Yes,7,7,210
F,19,4,73,No,7,4,560
F,16,5,71,No,7,5,550
F,15,3,92,No,8,0,740
M,17,9,78,Yes,6,7,740
M,16,5,71,No,8,0,560
M,14,2,82,No,9,2,580
F,18,3,82,No,8,1,640
F,18,9,53,Yes,5,5,490
M,17,7,42,No,6,7,310
F,19,2,85,Yes,4,7,640
F,16,9,71,No,4,6,630
M,15,4,82,No,6,6,660
F,17,9,75,Yes,4,7,730
M,19,2,56,Yes,6,4,380
M,17,4,87,No,5,2,700
M,17,5,42,Yes,5,1,270
F,16,2,96,No,8,2,720
M,16,1,49,No,4,2,210
F,17,7,92,Yes,6,6,850
M,18,1,86,Yes,5,0,620
F,18,8,79,Yes,8,6,730
M,16,3,57,No,4,5,320
M,15,6,42,No,4,9,300
M,15,7,78,No,4,1,640
F,18,1,49,Yes,5,9,250
M,18,6,91,Yes,5,0,820
F,16,7,48,Yes,4,8,410
F,19,6,85,No,5,1,710
F,15,4,94,Yes,4,3,790
M,14,1,85,Yes,7,8,590
M,14,9,50,No,5,8,450
F,15,4,99,Yes,6,0,840
F,18,7,72,Yes,5,1,620
F,18,7,75,No,4,1,650
F,17,2,65,No,6,1,430
M,16,1,66,No,8,7,390
M,14,8,77,No,6,7,700
F,18,8,61,No,6,9,540
F,17,7,65,No,5,7,550
F,18,8,61,Yes,9,3,550
F,19,3,44,Yes,6,7,250
F,16,2,74,No,6,6,520
F,14,7,41,No,4,7,310
F,18,8,74,Yes,5,0,680
F,16,1,48,No,4,2,190
M,16,9,90,No,5,9,870
F,15,4,90,Yes,8,5,710
F,19,4,88,Yes,9,0,740
F,16,3,57,No,6,3,350
F,19,6,82,No,5,8,690
F,17,1,51,Yes,6,6,240
M,16,6,42,No,6,0,290
M,16,2,57,Yes,7,5,340
F,19,9,95,Yes,4,5,930
F,18,2,77,No,9,1,520
M,15,7,46,Yes,5,5,370
M,15,1,72,Yes,8,9,490
F,17,7,45,Yes,9,1,380
M,18,5,57,No,7,7,440
M,14,8,84,No,4,6,750
M,15,4,61,No,8,5,440
F,16,7,90,Yes,8,9,840
F,17,6,78,Yes,6,5,650
F,19,5,90,No,4,8,750
M,17,4,48,Yes,7,8,290
F,17,7,74,Yes,5,9,670
F,15,5,62,No,5,9,500
F,16,5,51,Yes,7,1,380
F,19,1,91,Yes,6,2,660
F,19,2,63,Yes,6,9,420
F,19,5,89,Yes,8,6,760
F,19,3,79,Yes,4,9,640
F,18,2,48,Yes,8,8,260
M,19,4,52,No,5,5,310
M,16,4,79,No,7,0,630
M,16,4,93,Yes,4,6,770
F,15,4,81,No,7,0,610
F,15,3,56,No,4,4,330
F,19,7,46,No,9,8,390
M,15,9,56,Yes,5,9,520
F,15,5,94,No,5,9,820
F,15,4,89,Yes,9,8,730
F,16,2,63,No,4,0,370
F,15,2,41,No,6,5,160
F,15,5,74,Yes,4,2,590
F,18,7,67,No,5,8,590
F,14,9,58,Yes,7,2,560
M,18,7,72,No,8,1,590
F,14,5,60,No,7,7,460
M,16,6,92,No,5,2,800
M,18,3,49,No,7,4,300
F,18,5,92,Yes,6,5,780
F,18,8,85,Yes,6,9,810
M,16,1,84,No,4,9,570
F,17,1,48,Yes,7,0,240
M,16,7,77,No,7,6,660
F,17,5,45,Yes,5,6,310
M,16,5,90,Yes,4,4,730
M,17,1,92,Yes,4,8,660
M,14,9,81,No,7,1,780
F,18,1,94,Yes,8,4,660
F,17,5,74,Yes,7,1,570
M,15,9,57,No,7,1,500
F,17,4,92,No,7,8,770
F,14,8,58,No,6,6,540
M,17,6,44,Yes,9,3,300
M,16,3,64,Yes,4,7,430
F,19,4,50,Yes,9,3,340
F,15,2,49,Yes,6,0,260
M,18,1,56,Yes,8,9,360
F,14,8,75,Yes,5,2,690
M,17,1,65,No,8,9,390
M,15,1,70,Yes,4,0,440
M,18,4,71,Yes,5,1,560
M,16,6,60,Yes,9,1,470
M,15,9,57,No,8,6,560
F,14,1,99,Yes,4,3,730
M,17,7,57,No,8,9,480
F,17,5,40,Yes,5,8,240
M,18,8,53,No,5,1,490
M,14,7,47,No,8,8,410
F,15,4,41,No,6,5,240
M,14,4,90,Yes,8,9,720
F,14,6,54,No,9,7,450
F,14,6,99,Yes,8,6,920
F,14,9,73,No,8,7,680
F,15,5,75,Yes,6,8,620
M,14,8,40,No,7,7,360
M,19,5,90,No,5,5,770
M,16,2,60,Yes,9,7,400
M,17,6,81,No,4,7,690
F,15,9,40,Yes,5,1,380
M,19,3,71,No,5,1,500
F,17,1,59,No,7,0,330
F,14,1,93,Yes,5,9,690
M,14,3,86,Yes,5,1,630
F,19,5,75,Yes,6,6,590
M,17,3,78,No,6,2,540
M,16,9,69,Yes,6,3,650
M,17,8,46,Yes,6,3,410
F,17,3,61,No,6,3,410
M,17,9,96,Yes,9,1,940
M,14,6,89,Yes,4,5,800
M,16,7,84,No,7,0,740
M,14,4,49,No,8,4,330
F,14,4,95,No,9,1,780
M,14,2,47,No,6,8,210
M,18,5,66,No,7,1,490
M,17,8,49,Yes,8,5,430
M,19,7,53,No,5,3,400
M,17,7,85,No,9,5,770
F,17,6,98,No,5,1,840
F,18,3,91,Yes,7,1,740
M,18,5,93,Yes,4,6,780
F,14,1,50,Yes,4,2,210
F,14,7,45,Yes,7,2,340
F,18,9,60,No,4,6,540
F,19,1,72,No,4,7,470
M,18,2,58,No,5,6,360
F,17,3,78,Yes,4,2,530
F,17,3,63,No,4,2,450
F,14,8,57,Yes,7,6,520
M,17,7,74,Yes,4,2,660
F,14,6,91,Yes,9,1,790
F,14,4,82,No,6,6,630
M,19,9,76,No,6,2,720
M,18,1,58,No,7,4,330
F,18,2,92,No,6,6,700
M,16,4,63,Yes,5,1,470
F,15,3,95,No,9,7,730
F,16,1,73,Yes,9,1,500
F,17,5,61,Yes,7,3,480
M,17,7,43,Yes,4,3,330
M,19,2,96,Yes,6,7,720
M,17,5,49,Yes,5,0,310
F,14,6,41,Yes,7,8,320
F,15,7,47,Yes,7,5,340
M,17,1,72,No,4,3,410
F,18,7,98,No,8,5,910
M,15,4,77,Yes,6,5,610
F,16,8,82,No,5,8,750
M,14,4,98,No,7,3,800
F,16,6,67,No,6,7,570
M,17,9,49,No,5,0,460
F,15,5,84,Yes,9,5,710
F,14,4,40,No,9,4,210
M,18,8,73,Yes,5,2,690
F,16,9,42,Yes,9,3,370
M,18,4,48,No,7,7,320
F,16,3,44,No,6,9,260
M,19,8,81,Yes,5,1,740
M,14,5,49,Yes,7,7,340
M,14,2,51,No,6,6,240
F,17,9,57,No,6,0,530
M,19,3,97,Yes,7,1,740
M,16,2,60,No,6,6,370
F,18,1,60,Yes,8,2,310
M,17,8,40,Yes,5,1,290
M,17,3,42,Yes,5,0,210
M,15,7,44,Yes,6,6,370
F,18,1,64,No,7,2,370
M,18,1,97,Yes,4,5,730
F,17,9,88,Yes,9,9,870
F,18,8,47,No,6,7,450
F,15,3,56,No,4,5,320
M,19,6,48,Yes,6,6,350
F,15,3,71,No,4,5,520
M,15,4,45,No,6,6,270
F,19,1,88,Yes,7,4,650
F,18,5,79,No,9,8,640
M,16,1,60,No,4,2,300
F,17,1,46,No,8,5,220
F,19,7,46,No,7,8,350
F,15,6,86,No,9,0,720
F,19,2,78,Yes,6,4,550
F,15,2,93,No,4,3,710
M,18,7,66,Yes,9,8,600
F,18,1,47,Yes,5,0,190
M,18,2,48,No,7,3,250
M,16,8,67,No,4,0,550
M,15,6,54,No,7,2,410
M,19,2,41,No,4,3,170
F,15,7,46,No,5,0,360
F,17,4,86,No,8,4,710
M,15,2,57,No,5,5,350
M,19,6,61,No,6,0,480
F,14,9,89,No,7,9,820
M,15,9,49,No,8,9,480
M,14,8,93,No,7,3,860
F,16,3,89,No,9,3,690
F,17,3,72,Yes,4,0,500
F,18,2,46,No,6,1,220
F,19,5,42,Yes,6,9,250
M,17,4,53,Yes,7,4,330
F,19,7,83,No,6,1,710
M,19,4,85,Yes,7,2,700
M,19,9,75,No,4,8,710
F,19,2,52,No,4,4,280
M,18,6,55,Yes,7,0,440
M,19,7,55,No,5,4,460
F,18,4,93,Yes,5,2,760
F,19,6,44,Yes,4,0,290
F,15,7,91,No,8,2,840
M,19,4,64,Yes,5,5,470
M,19,8,77,Yes,7,9,700
M,15,9,77,No,4,4,730
M,17,1,89,Yes,6,0,630
F,19,7,77,No,6,1,680
F,19,9,78,No,5,4,740
M,18,5,95,No,8,8,820
F,15,2,95,No,9,4,770
F,14,6,87,Yes,5,4,770
F,18,7,80,No,8,0,710
M,19,2,65,Yes,5,4,390
F,19,2,98,Yes,6,7,770
M,17,1,52,No,8,8,250
F,15,4,83,No,6,9,630
M,16,7,90,No,7,2,800
F,15,9,65,Yes,7,3,620
M,15,3,94,No,4,6,750
F,19,7,94,Yes,6,6,880
M,19,7,40,No,6,0,310
M,17,7,47,No,4,5,360
F,17,2,43,Yes,7,8,210
M,15,6,60,Yes,7,4,500
M,19,2,61,No,8,7,400
M,19,6,90,No,8,9,810
F,17,3,92,No,9,8,750
F,14,2,97,Yes,7,9,760
F,15,6,76,No,9,9,660
M,15,2,88,No,5,2,590
F,17,5,42,Yes,6,0,260
M,15,2,58,No,8,1,330
M,14,3,40,Yes,5,4,190
F,19,3,68,Yes,8,9,490
M,16,6,62,No,4,6,500
F,15,6,72,No,6,5,560
F,19,3,94,Yes,9,3,740
M,16,3,91,Yes,9,8,720
M,14,1,80,No,8,3,530
F,18,7,62,Yes,7,2,600
M,14,8,44,Yes,9,4,350
F,16,2,46,No,4,3,220
F,15,4,96,Yes,4,1,800
F,16,7,97,Yes,7,2,880
M,14,8,45,Yes,4,6,390
M,15,1,88,Yes,6,1,630
M,17,4,61,Yes,8,0,440
F,17,6,88,Yes,4,1,720
F,17,3,52,No,6,7,330
M,15,5,51,No,7,7,390
F,15,9,43,No,8,9,450
F,15,3,47,No,7,1,230
M,18,5,76,Yes,8,5,630
M,16,8,70,No,4,6,630
F,18,6,76,Yes,4,0,630
M,14,4,84,No,8,6,640
M,14,8,65,Yes,6,7,620
F,17,3,82,No,6,8,640
M,15,3,47,Yes,6,7,280
F,15,4,79,No,5,2,600
F,19,9,72,No,9,7,700
M,14,5,84,No,9,2,700
F,19,8,68,No,9,5,600
M,16,6,44,No,6,3,330
M,17,3,67,Yes,4,6,460
F,18,8,92,No,5,7,880
M,19,9,79,Yes,6,9,780
F,14,8,56,No,4,5,470
M,17,4,94,No,5,9,750
M,16,6,62,No,4,3,510
F,19,1,84,Yes,8,7,610
M,16,4,48,No,4,6,290
M,19,8,41,No,5,9,360
F,18,1,71,Yes,6,7,440
F,14,3,90,Yes,9,9,750
F,16,1,91,Yes,5,6,630
M,14,9,88,Yes,6,2,850
F,14,2,70,No,6,2,460
M,19,9,46,Yes,7,8,440
M,17,4,69,Yes,8,6,550
M,19,2,97,No,7,0,760
M,17,4,42,Yes,9,2,250
M,17,6,90,Yes,5,0,740
F,14,7,90,Yes,7,5,790
M,19,3,95,No,9,1,750
F,18,3,48,Yes,6,6,280
M,17,8,49,Yes,5,7,440
F,18,5,85,Yes,7,5,720
F,16,4,89,No,4,4,720
F,16,7,97,No,9,9,940
F,19,7,86,Yes,9,3,790
M,19,9,65,No,8,8,640
F,18,9,40,Yes,4,7,350
F,18,5,69,No,5,4,540
M,17,8,96,No,7,0,900
F,15,1,77,Yes,6,7,520
M,17,9,54,Yes,7,7,500
M,14,8,64,Yes,5,6,580
M,17,6,45,No,5,6,330
M,16,3,57,Yes,5,7,380
M,15,3,40,No,5,0,170
F,16,8,95,No,9,2,900
F,15,5,42,Yes,7,3,320
F,14,7,56,No,4,5,460
M,18,5,87,No,6,9,760
M,16,8,47,Yes,6,9,450
M,18,4,99,No,8,8,810
M,14,2,88,No,9,3,660
F,14,3,79,Yes,5,5,590
M,19,8,56,Yes,5,8,540
F,14,7,64,Yes,5,8,590
F,17,2,80,No,9,5,550
F,18,6,51,No,4,4,360
M,14,9,68,No,5,2,660
M,14,4,64,Yes,8,4,470
M,19,9,90,No,8,2,890
M,19,2,75,No,4,4,500
M,17,2,92,No,9,9,690
M,14,9,93,Yes,5,9,940
M,18,7,64,Yes,7,0,540
M,16,7,68,Yes,7,5,600
M,14,1,50,No,6,6,220
F,18,6,99,No,4,1,840
F,19,7,43,Yes,7,2,340
F,18,6,53,Yes,6,9,400
F,14,6,85,No,8,8,780
M,16,2,77,Yes,6,7,560
F,19,6,56,No,5,3,450
F,17,4,41,Yes,5,7,230
F,17,9,47,Yes,8,7,450
M,16,1,75,Yes,4,5,500
F,16,8,49,No,9,0,370
M,14,5,46,Yes,5,1,290
F,17,1,75,No,5,3,440
M,19,4,55,Yes,6,3,380
F,19,1,53,Yes,6,1,240
F,18,6,55,No,6,8,430
M,16,2,64,No,7,1,390
M,14,5,80,Yes,8,5,700
M,15,7,43,No,4,4,370
F,14,2,68,Yes,6,3,470
F,17,6,95,No,4,5,850
M,17,6,45,No,6,3,320
M,18,5,40,Yes,5,8,240
M,19,5,78,Yes,4,9,600
F,14,3,40,No,7,6,200
F,19,2,90,No,6,2,660
M,19,7,79,Yes,9,9,740
M,19,1,96,No,8,3,700
M,18,6,42,No,5,0,250
M,16,6,40,No,6,5,250
F,19,3,40,No,4,1,200
F,16,2,78,Yes,6,3,590
F,16,2,60,Yes,5,4,330
M,16,9,84,No,8,7,810
F,19,5,69,No,8,2,510
M,18,7,71,Yes,8,5,640
M,16,5,72,No,9,0,580
F,17,7,87,No,5,8,780
F,19,4,61,No,9,0,430
M,14,8,69,No,9,1,640
M,17,7,93,No,6,0,850
F,17,5,85,Yes,5,7,730
F,16,6,43,No,5,3,320
F,17,5,62,No,6,1,460
M,18,7,94,No,7,6,850
M,16,2,83,Yes,9,7,640
F,17,5,64,No,8,8,500
F,16,3,51,No,4,4,290
F,15,9,56,Yes,9,2,530
M,15,6,92,Yes,4,0,830
M,19,3,54,Yes,6,7,360
M,17,7,49,Yes,4,5,370
F,14,4,74,No,7,4,570
M,19,3,94,No,5,6,750
F,14,8,91,No,8,4,840
F,18,4,91,Yes,4,3,740
M,14,1,68,No,4,4,400
M,17,6,51,Yes,6,6,370
F,16,1,40,Yes,6,5,110
M,14,5,40,No,5,9,280
F,14,7,49,Yes,8,9,400
F,14,6,57,Yes,4,8,470
M,15,2,86,No,5,9,650
F,16,4,41,No,8,1,220
F,19,2,88,Yes,5,6,660
M,14,1,47,No,4,0,190
M,15,3,61,No,6,7,430
M,16,3,61,Yes,6,3,410
F,18,7,65,Yes,6,7,560
F,17,1,65,No,7,7,420
M,16,9,48,No,5,3,450
M,17,6,60,Yes,4,3,460
M,15,4,70,No,5,4,510
F,19,3,91,Yes,6,6,740
F,16,3,82,Yes,9,5,670
F,17,2,45,No,9,0,210
M,18,2,95,No,5,5,730
M,19,5,53,No,8,2,390
F,17,9,72,No,9,8,690
M,17,2,46,No,9,2,240
F,19,2,63,Yes,5,8,360
M,17,6,48,No,7,4,380
F,19,2,50,Yes,7,9,290
M,17,4,95,No,6,7,720
M,16,6,62,Yes,4,8,480
F,14,5,87,No,8,8,710
F,17,1,90,No,4,6,610
F,18,6,41,Yes,4,9,290
M,18,1,54,No,8,0,310
F,16,3,74,No,7,7,560
M,14,5,75,Yes,9,6,620
F,18,5,91,Yes,6,3,780
M,17,6,93,Yes,5,5,830
F,18,8,67,No,7,9,650
F,15,5,78,Yes,6,1,650
M,16,1,83,Yes,9,3,590
F,16,5,43,No,7,7,260
M,16,3,49,No,8,3,320
F,18,4,45,No,4,9,270
F,16,8,96,No,8,3,890
F,16,7,69,No,9,3,570
M,16,5,93,No,5,9,770
M,14,2,85,Yes,8,8,650
F,17,6,74,Yes,9,1,630
M,16,6,88,No,4,6,780
F,19,6,82,Yes,7,2,740
F,15,9,49,Yes,6,3,410
F,14,8,97,Yes,9,0,900
M,14,8,92,Yes,9,2,880
F,18,1,71,No,5,1,470
M,18,5,81,No,7,9,660
F,19,7,81,Yes,9,6,750
F,18,6,42,No,9,5,290
M,15,5,95,Yes,6,0,800
F,19,8,65,Yes,4,7,590
F,19,3,54,No,8,8,340
F,17,6,56,Yes,7,0,470
F,14,5,66,No,6,4,530
F,18,8,57,No,6,6,500
M,14,4,90,No,8,1,720
M,19,8,58,No,7,5,540
M,14,2,51,No,7,7,280
F,15,9,63,No,4,7,590
M,14,9,44,No,7,9,400
M,17,6,63,No,9,9,550
M,18,4,66,No,8,7,490
F,17,4,87,Yes,7,5,700
F,19,6,69,No,4,5,570
M,14,5,54,Yes,6,2,390
F,16,6,86,No,9,1,750
M,14,7,98,Yes,7,4,870
F,17,7,77,No,8,8,700
M,19,9,83,No,7,3,760
F,17,8,73,No,5,4,680
M,14,6,66,Yes,4,5,530
M,17,6,59,Yes,6,5,480
M,17,5,80,No,5,3,630
F,19,1,71,Yes,8,3,470
M,19,9,43,No,7,7,380
M,14,9,44,Yes,4,4,430
M,19,9,92,Yes,9,4,900
F,18,8,97,Yes,7,8,950
F,17,3,47,No,7,3,240
F,17,1,61,Yes,7,6,350
F,19,8,81,Yes,9,4,750
M,17,7,46,No,7,8,370
F,17,5,61,No,4,7,460
F,14,7,85,Yes,9,7,800
M,18,4,69,Yes,9,9,550
F,16,9,76,No,5,9,710
M,16,2,55,No,8,2,320
M,14,9,54,No,9,8,510
M,16,9,44,No,5,7,430
M,16,5,42,No,4,2,230
M,17,1,62,Yes,8,9,370
M,16,7,49,No,9,0,400
F,14,4,44,No,6,4,240
M,16,9,62,Yes,5,3,600
F,18,6,54,No,4,7,440
M,16,3,57,No,4,5,340
F,16,6,64,No,4,9,510
M,16,6,47,Yes,8,4,390
M,14,5,70,No,7,8,570
F,19,2,60,No,6,5,360
F,16,2,41,No,8,2,160
F,16,7,61,No,8,5,520
M,18,2,47,Yes,9,3,250
F,14,6,62,Yes,5,4,510
F,15,5,71,No,6,5,560
